@RELATION MitoClassifier

@ATTRIBUTE circularity NUMERIC
@ATTRIBUTE dist_max NUMERIC
@ATTRIBUTE dist_min NUMERIC
@ATTRIBUTE dist_ratio NUMERIC
@ATTRIBUTE h1_2ASM NUMERIC
@ATTRIBUTE h1_2CON NUMERIC
@ATTRIBUTE h1_2COR NUMERIC
@ATTRIBUTE h1_2COV NUMERIC
@ATTRIBUTE h1_2DAV NUMERIC
@ATTRIBUTE h1_2ENT NUMERIC
@ATTRIBUTE h1_2IDM NUMERIC
@ATTRIBUTE h1_2PRO NUMERIC
@ATTRIBUTE h1_2SAV NUMERIC
@ATTRIBUTE h1_2SET NUMERIC
@ATTRIBUTE h1_2SHA NUMERIC
@ATTRIBUTE h1_2SVA NUMERIC
@ATTRIBUTE h1_2VAR NUMERIC
@ATTRIBUTE h1_2average NUMERIC
@ATTRIBUTE h1_2variance NUMERIC
@ATTRIBUTE h1_ASM NUMERIC
@ATTRIBUTE h1_CON NUMERIC
@ATTRIBUTE h1_COR NUMERIC
@ATTRIBUTE h1_COV NUMERIC
@ATTRIBUTE h1_DAV NUMERIC
@ATTRIBUTE h1_ENT NUMERIC
@ATTRIBUTE h1_IDM NUMERIC
@ATTRIBUTE h1_PRO NUMERIC
@ATTRIBUTE h1_SAV NUMERIC
@ATTRIBUTE h1_SET NUMERIC
@ATTRIBUTE h1_SHA NUMERIC
@ATTRIBUTE h1_SVA NUMERIC
@ATTRIBUTE h1_VAR NUMERIC
@ATTRIBUTE h1_average NUMERIC
@ATTRIBUTE h1_variance NUMERIC
@ATTRIBUTE h2_2ASM NUMERIC
@ATTRIBUTE h2_2CON NUMERIC
@ATTRIBUTE h2_2COR NUMERIC
@ATTRIBUTE h2_2COV NUMERIC
@ATTRIBUTE h2_2DAV NUMERIC
@ATTRIBUTE h2_2ENT NUMERIC
@ATTRIBUTE h2_2IDM NUMERIC
@ATTRIBUTE h2_2PRO NUMERIC
@ATTRIBUTE h2_2SAV NUMERIC
@ATTRIBUTE h2_2SET NUMERIC
@ATTRIBUTE h2_2SHA NUMERIC
@ATTRIBUTE h2_2SVA NUMERIC
@ATTRIBUTE h2_2VAR NUMERIC
@ATTRIBUTE h2_2average NUMERIC
@ATTRIBUTE h2_2variance NUMERIC
@ATTRIBUTE h2_ASM NUMERIC
@ATTRIBUTE h2_CON NUMERIC
@ATTRIBUTE h2_COR NUMERIC
@ATTRIBUTE h2_COV NUMERIC
@ATTRIBUTE h2_DAV NUMERIC
@ATTRIBUTE h2_ENT NUMERIC
@ATTRIBUTE h2_IDM NUMERIC
@ATTRIBUTE h2_PRO NUMERIC
@ATTRIBUTE h2_SAV NUMERIC
@ATTRIBUTE h2_SET NUMERIC
@ATTRIBUTE h2_SHA NUMERIC
@ATTRIBUTE h2_SVA NUMERIC
@ATTRIBUTE h2_VAR NUMERIC
@ATTRIBUTE h2_average NUMERIC
@ATTRIBUTE h2_variance NUMERIC
@ATTRIBUTE h4_2ASM NUMERIC
@ATTRIBUTE h4_2CON NUMERIC
@ATTRIBUTE h4_2COR NUMERIC
@ATTRIBUTE h4_2COV NUMERIC
@ATTRIBUTE h4_2DAV NUMERIC
@ATTRIBUTE h4_2ENT NUMERIC
@ATTRIBUTE h4_2IDM NUMERIC
@ATTRIBUTE h4_2PRO NUMERIC
@ATTRIBUTE h4_2SAV NUMERIC
@ATTRIBUTE h4_2SET NUMERIC
@ATTRIBUTE h4_2SHA NUMERIC
@ATTRIBUTE h4_2SVA NUMERIC
@ATTRIBUTE h4_2VAR NUMERIC
@ATTRIBUTE h4_2average NUMERIC
@ATTRIBUTE h4_2variance NUMERIC
@ATTRIBUTE h4_ASM NUMERIC
@ATTRIBUTE h4_CON NUMERIC
@ATTRIBUTE h4_COR NUMERIC
@ATTRIBUTE h4_COV NUMERIC
@ATTRIBUTE h4_DAV NUMERIC
@ATTRIBUTE h4_ENT NUMERIC
@ATTRIBUTE h4_IDM NUMERIC
@ATTRIBUTE h4_PRO NUMERIC
@ATTRIBUTE h4_SAV NUMERIC
@ATTRIBUTE h4_SET NUMERIC
@ATTRIBUTE h4_SHA NUMERIC
@ATTRIBUTE h4_SVA NUMERIC
@ATTRIBUTE h4_VAR NUMERIC
@ATTRIBUTE h4_average NUMERIC
@ATTRIBUTE h4_variance NUMERIC
@ATTRIBUTE h8_2ASM NUMERIC
@ATTRIBUTE h8_2CON NUMERIC
@ATTRIBUTE h8_2COR NUMERIC
@ATTRIBUTE h8_2COV NUMERIC
@ATTRIBUTE h8_2DAV NUMERIC
@ATTRIBUTE h8_2ENT NUMERIC
@ATTRIBUTE h8_2IDM NUMERIC
@ATTRIBUTE h8_2PRO NUMERIC
@ATTRIBUTE h8_2SAV NUMERIC
@ATTRIBUTE h8_2SET NUMERIC
@ATTRIBUTE h8_2SHA NUMERIC
@ATTRIBUTE h8_2SVA NUMERIC
@ATTRIBUTE h8_2VAR NUMERIC
@ATTRIBUTE h8_2average NUMERIC
@ATTRIBUTE h8_2variance NUMERIC
@ATTRIBUTE h8_ASM NUMERIC
@ATTRIBUTE h8_CON NUMERIC
@ATTRIBUTE h8_COR NUMERIC
@ATTRIBUTE h8_COV NUMERIC
@ATTRIBUTE h8_DAV NUMERIC
@ATTRIBUTE h8_ENT NUMERIC
@ATTRIBUTE h8_IDM NUMERIC
@ATTRIBUTE h8_PRO NUMERIC
@ATTRIBUTE h8_SAV NUMERIC
@ATTRIBUTE h8_SET NUMERIC
@ATTRIBUTE h8_SHA NUMERIC
@ATTRIBUTE h8_SVA NUMERIC
@ATTRIBUTE h8_VAR NUMERIC
@ATTRIBUTE h8_average NUMERIC
@ATTRIBUTE h8_variance NUMERIC
@ATTRIBUTE irregularity NUMERIC
@ATTRIBUTE irregularity2 NUMERIC
@ATTRIBUTE ls0_CAREA_avg_value NUMERIC
@ATTRIBUTE ls0_CAREA_max_value NUMERIC
@ATTRIBUTE ls0_CAREA_sample_mean NUMERIC
@ATTRIBUTE ls0_CAREA_sample_sd NUMERIC
@ATTRIBUTE ls0_DISP_avg_value NUMERIC
@ATTRIBUTE ls0_DISP_max_value NUMERIC
@ATTRIBUTE ls0_DISP_sample_mean NUMERIC
@ATTRIBUTE ls0_DISP_sample_sd NUMERIC
@ATTRIBUTE ls0_INTERIA_avg_value NUMERIC
@ATTRIBUTE ls0_INTERIA_max_value NUMERIC
@ATTRIBUTE ls0_INTERIA_sample_mean NUMERIC
@ATTRIBUTE ls0_INTERIA_sample_sd NUMERIC
@ATTRIBUTE ls0_IRGL_avg_value NUMERIC
@ATTRIBUTE ls0_IRGL_max_value NUMERIC
@ATTRIBUTE ls0_IRGL_sample_mean NUMERIC
@ATTRIBUTE ls0_IRGL_sample_sd NUMERIC
@ATTRIBUTE ls0_NCA_avg_value NUMERIC
@ATTRIBUTE ls0_NCA_max_value NUMERIC
@ATTRIBUTE ls0_NCA_sample_mean NUMERIC
@ATTRIBUTE ls0_NCA_sample_sd NUMERIC
@ATTRIBUTE ls0_TAREA_avg_value NUMERIC
@ATTRIBUTE ls0_TAREA_max_value NUMERIC
@ATTRIBUTE ls0_TAREA_sample_mean NUMERIC
@ATTRIBUTE ls0_TAREA_sample_sd NUMERIC
@ATTRIBUTE ls1_CAREA_avg_value NUMERIC
@ATTRIBUTE ls1_CAREA_max_value NUMERIC
@ATTRIBUTE ls1_CAREA_sample_mean NUMERIC
@ATTRIBUTE ls1_CAREA_sample_sd NUMERIC
@ATTRIBUTE ls1_DISP_avg_value NUMERIC
@ATTRIBUTE ls1_DISP_max_value NUMERIC
@ATTRIBUTE ls1_DISP_sample_mean NUMERIC
@ATTRIBUTE ls1_DISP_sample_sd NUMERIC
@ATTRIBUTE ls1_INTERIA_avg_value NUMERIC
@ATTRIBUTE ls1_INTERIA_max_value NUMERIC
@ATTRIBUTE ls1_INTERIA_sample_mean NUMERIC
@ATTRIBUTE ls1_INTERIA_sample_sd NUMERIC
@ATTRIBUTE ls1_IRGL_avg_value NUMERIC
@ATTRIBUTE ls1_IRGL_max_value NUMERIC
@ATTRIBUTE ls1_IRGL_sample_mean NUMERIC
@ATTRIBUTE ls1_IRGL_sample_sd NUMERIC
@ATTRIBUTE ls1_NCA_avg_value NUMERIC
@ATTRIBUTE ls1_NCA_max_value NUMERIC
@ATTRIBUTE ls1_NCA_sample_mean NUMERIC
@ATTRIBUTE ls1_NCA_sample_sd NUMERIC
@ATTRIBUTE ls1_TAREA_avg_value NUMERIC
@ATTRIBUTE ls1_TAREA_max_value NUMERIC
@ATTRIBUTE ls1_TAREA_sample_mean NUMERIC
@ATTRIBUTE ls1_TAREA_sample_sd NUMERIC
@ATTRIBUTE n2_avg NUMERIC
@ATTRIBUTE n2_stddev NUMERIC
@ATTRIBUTE n2_wavg NUMERIC
@ATTRIBUTE n2_wdist NUMERIC
@ATTRIBUTE n2_wiavg NUMERIC
@ATTRIBUTE n_avg NUMERIC
@ATTRIBUTE n_stddev NUMERIC
@ATTRIBUTE n_wavg NUMERIC
@ATTRIBUTE n_wdist NUMERIC
@ATTRIBUTE n_wiavg NUMERIC
@ATTRIBUTE perimeter NUMERIC
@ATTRIBUTE roisize NUMERIC
@ATTRIBUTE class {'inter','pro','prometa','meta','earlyana','lateana','telo','apo'}

%CLASS-LABELS {1,2,3,4,5,6,7,8}
%CLASS-COLORS {#00ff00,#fff643,#ff8000,#d28dce,#8931ea,#5871f1,#94b22d,#FF0000}

%HAS-ZERO-INSERTED-IN-FEATURE-VECTOR 1

@DATA
1.55901444e+00,3.12569992e+01,1.41421356e+01,4.52447003e-01,6.33317965e-03,7.39095092e+00,1.49847728e-02,5.64039221e+00,2.07960123e+00,5.47018996e+00,3.77559061e-01,2.16114470e+05,2.58759202e+01,3.98074307e+00,4.88274853e+03,2.72470742e+02,6.71128815e+01,1.18986196e+01,6.71128815e+01,6.60216088e-03,6.57730061e+00,1.70011441e-02,4.51495516e+00,1.96042945e+00,5.39398146e+00,3.93421788e-01,1.67632444e+05,2.81245399e+01,3.93561965e+00,4.02375169e+03,2.39978968e+02,5.90648927e+01,1.30820552e+01,5.90648927e+01,3.81256461e-03,2.20930493e+01,1.57050477e-02,5.52066712e+00,3.65743113e+00,5.93606138e+00,2.48953094e-01,2.21846380e+05,2.65446829e+01,3.99623142e+00,5.63465281e+03,2.59246203e+02,6.31773333e+01,1.14437860e+01,6.31773333e+01,3.98590206e-03,1.95494875e+01,1.77501183e-02,4.40296044e+00,3.44666880e+00,5.85852387e+00,2.58891542e-01,1.72075620e+05,2.87503203e+01,3.94327745e+00,4.65212717e+03,2.27991632e+02,5.57054883e+01,1.26518258e+01,5.57054883e+01,2.26800818e-03,6.05171269e+01,1.78208636e-02,5.05695733e+00,6.17633695e+00,6.30924187e+00,1.53701903e-01,2.17952218e+05,2.75305837e+01,4.00972071e+00,6.27379411e+03,2.30064875e+02,5.39941993e+01,1.06772108e+01,5.39941993e+01,2.36803480e-03,5.32673890e+01,2.00552913e-02,4.00331986e+00,5.81020622e+00,6.23207729e+00,1.59083059e-01,1.69219483e+05,2.96693464e+01,3.95396484e+00,5.18893154e+03,2.02478575e+02,4.77578848e+01,1.19295701e+01,4.77578848e+01,1.72029551e-03,1.42688494e+02,2.13277002e-02,3.82914102e+00,9.66297071e+00,6.48937803e+00,1.02576822e-01,1.74692979e+05,2.84859833e+01,3.93357581e+00,5.98273582e+03,1.60111728e+02,3.60379848e+01,9.41150628e+00,3.60379848e+01,1.79093503e-03,1.25528661e+02,2.41110225e-02,2.96245537e+00,9.07259414e+00,6.42318279e+00,1.06290288e-01,1.35524111e+05,3.05675732e+01,3.87377075e+00,4.94418573e+03,1.40983928e+02,3.18389581e+01,1.07474895e+01,3.18389581e+01,3.67135494e-01,2.60992354e-02,5.29978813e+02,1.57400000e+03,2.18885538e+01,5.73212926e+00,2.27623600e-01,1.04389189e+00,7.09973399e+00,4.13423640e+00,1.28345001e+01,6.59482899e+01,1.46849633e+01,8.00646917e+00,7.41000237e-01,1.95731942e+00,1.28265536e+01,7.81029730e+00,3.99909025e-03,2.64394830e-02,7.56398104e+00,6.85319528e+00,5.63246276e-01,9.39482961e-01,1.98086681e+01,6.93102959e+00,3.17599309e+02,1.69900000e+03,6.19434419e+00,6.57392677e+00,6.92211114e-01,1.32207759e+00,1.86333785e+01,7.84688345e+00,6.41445750e+01,1.24003325e+02,1.59868079e+01,7.75344106e+00,5.25137848e-01,8.74162886e-01,1.68131305e+01,8.58858485e+00,2.19855199e-03,4.11280846e-03,1.57844828e+01,7.67194400e+00,4.02088624e-01,9.98237368e-01,9.50181475e+00,7.10352948e+00,1.12504113e+02,6.49167670e+01,2.81810646e+04,3.06320799e+02,1.56882121e+00,1.02978261e+02,6.92667491e+01,2.48438643e+04,3.06320799e+02,1.47773569e+00,2.28000000e+02,1.70200000e+03,'prometa'
1.41520420e+00,2.64764046e+01,1.52643375e+01,5.76526071e-01,6.59669813e-03,6.24405465e+00,2.83498848e-02,3.49081046e+00,1.93337831e+00,5.32644102e+00,3.88694391e-01,7.87396746e+04,2.24525215e+01,3.83253679e+00,2.09764208e+03,1.47808510e+02,3.58148086e+01,1.02597403e+01,3.58148086e+01,1.21560180e-02,3.23815146e+00,5.65443307e-02,2.00989724e+00,1.37476809e+00,4.70032610e+00,4.84367560e-01,1.98571227e+04,1.92111655e+01,3.49872329e+00,7.44622564e+02,7.40174770e+01,1.79246629e+01,8.91819868e+00,1.79246629e+01,4.23933629e-03,1.65474978e+01,3.02351952e-02,3.30177220e+00,3.19157155e+00,5.73809386e+00,2.65195705e-01,7.69640621e+04,2.29949078e+01,3.79984659e+00,2.40118193e+03,1.35627191e+02,3.26930525e+01,9.90166813e+00,3.26930525e+01,7.90026524e-03,8.39455663e+00,6.01072263e-02,1.89001855e+00,2.25899912e+00,5.11566746e+00,3.46559432e-01,1.93953472e+04,1.95952590e+01,3.46434325e+00,8.50594051e+02,6.78226641e+01,1.63829264e+01,8.66812994e+00,1.63829264e+01,3.00206629e-03,3.85027666e+01,3.27534721e-02,2.97558274e+00,4.93283724e+00,6.05131376e+00,1.78717149e-01,7.20491688e+04,2.36731540e+01,3.75480969e+00,2.59713077e+03,1.16018529e+02,2.78816815e+01,9.37015837e+00,2.78816815e+01,5.62325413e-03,1.93669147e+01,6.53926089e-02,1.68131083e+00,3.49627934e+00,5.43284165e+00,2.37856306e-01,1.81323987e+04,2.00786110e+01,3.41742905e+00,9.21236989e+02,5.79724504e+01,1.39400269e+01,8.29116581e+00,1.39400269e+01,2.45806525e-03,7.55625427e+01,3.58495551e-02,2.35911394e+00,6.97607656e+00,6.20427323e+00,1.29264544e-01,5.43077794e+04,2.40168603e+01,3.63739562e+00,2.38371163e+03,8.48345300e+01,2.01005753e+01,8.52039189e+00,2.01005753e+01,4.60175065e-03,3.78765095e+01,7.13349813e-02,1.30837618e+00,4.93050809e+00,5.59029725e+00,1.74915789e-01,1.36064339e+04,2.03253589e+01,3.30081004e+00,8.43349117e+02,4.25079489e+01,1.00711280e+01,7.69742538e+00,1.00711280e+01,2.20531465e-01,1.37562003e-02,6.20525062e+02,1.53800000e+03,2.23357033e+01,5.56241291e+00,2.07253986e-01,8.48636718e-01,8.76912943e+00,6.43830812e+00,2.04490834e+01,6.94507024e+01,1.63722890e+01,5.04452553e+00,6.16623183e-01,2.25039469e+00,1.04248428e+01,7.10621595e+00,4.43496088e-03,2.59403372e-02,7.38207547e+00,6.15601098e+00,6.13991046e-01,9.97405966e-01,1.99550596e+01,6.75464311e+00,2.60035413e+02,1.53900000e+03,5.49477501e+00,4.77866469e+00,5.87027099e-01,1.36419218e+00,1.94423393e+01,7.03057371e+00,4.28865935e+01,1.82110301e+02,1.31142196e+01,6.42803149e+00,5.18491050e-01,9.98082799e-01,1.85191730e+01,8.33142566e+00,3.09610477e-03,9.72762646e-03,1.63783784e+01,7.20210687e+00,3.50069035e-01,9.98054475e-01,7.74584678e+00,5.58977754e+00,7.71173800e+01,3.66004592e+01,1.75178872e+04,2.62998703e+02,1.03570575e+00,8.94396887e+01,5.18617433e+01,1.96083132e+04,2.62998703e+02,1.21840663e+00,1.97000000e+02,1.54200000e+03,'prometa'
1.28811657e+00,2.58069758e+01,1.80000000e+01,6.97485832e-01,7.62122583e-03,5.12174040e+00,2.92938589e-02,3.54904043e+00,1.75959566e+00,5.20242769e+00,4.10385319e-01,7.28179811e+04,2.14112218e+01,3.80552402e+00,2.05604802e+03,1.44401380e+02,3.48727278e+01,9.82595957e+00,3.48727278e+01,9.52348739e-03,4.08540873e+00,3.66156514e-02,2.71226029e+00,1.56592441e+00,4.99292900e+00,4.43021729e-01,4.66854783e+04,2.21525051e+01,3.69742982e+00,1.46512372e+03,1.15789077e+02,2.79180827e+01,1.02932904e+01,2.79180827e+01,4.90521840e-03,1.39913413e+01,3.17318109e-02,3.36104209e+00,2.95260520e+00,5.62771984e+00,2.80441028e-01,7.18010602e+04,2.19026280e+01,3.77522276e+00,2.33307246e+03,1.33998266e+02,3.18459121e+01,9.47501139e+00,3.18459121e+01,6.08337584e-03,1.11578308e+01,3.94826333e-02,2.55927275e+00,2.63071548e+00,5.42425365e+00,3.07806214e-01,4.60197683e+04,2.25942579e+01,3.66636613e+00,1.66602100e+03,1.07302941e+02,2.55460751e+01,9.98177123e+00,2.55460751e+01,3.33276967e-03,3.60417144e+01,3.50905176e-02,2.99796934e+00,4.75527564e+00,5.98746575e+00,1.94722133e-01,6.65075240e+04,2.26250613e+01,3.73394852e+00,2.49057919e+03,1.14141443e+02,2.67865348e+01,8.93489285e+00,2.67865348e+01,4.09788720e-03,2.88156388e+01,4.35312993e-02,2.26500102e+00,4.24505153e+00,5.78632382e+00,2.14905115e-01,4.25591391e+04,2.32409619e+01,3.62737810e+00,1.77961701e+03,9.13810017e+01,2.15128782e+01,9.49795518e+00,2.15128782e+01,2.57409203e-03,7.51801230e+01,3.80767424e-02,2.36334984e+00,6.88638985e+00,6.18404698e+00,1.41233414e-01,5.08720284e+04,2.32750865e+01,3.63679473e+00,2.30325469e+03,8.48799214e+01,1.93661118e+01,8.19434833e+00,1.93661118e+01,3.16598132e-03,6.01757017e+01,4.73043730e-02,1.75762479e+00,6.15647828e+00,5.98550696e+00,1.57235938e-01,3.24691630e+04,2.38212226e+01,3.52893349e+00,1.64470542e+03,6.78738441e+01,1.55239963e+01,8.83237216e+00,1.55239963e+01,1.11637345e-01,2.42541366e-03,7.53474210e+02,1.76400000e+03,2.25521803e+01,5.54876300e+00,1.64892702e-01,8.19936514e-01,7.14171604e+00,5.32598897e+00,2.72947015e+01,7.79155950e+01,1.94972270e+01,5.97237660e+00,5.16411824e-01,2.26602348e+00,9.16620072e+00,6.64944629e+00,3.63085681e-03,2.37556561e-02,7.38190955e+00,6.23854725e+00,6.30145234e-01,9.97737557e-01,1.97572748e+01,6.84437133e+00,2.69893900e+02,1.76700000e+03,4.59210140e+00,4.75162333e+00,5.72474644e-01,1.34429407e+00,1.91248549e+01,6.85202060e+00,3.88547343e+01,1.52286408e+02,1.33578079e+01,6.63324814e+00,5.38419257e-01,9.68882429e-01,1.79323139e+01,6.80148768e+00,2.82805430e-03,9.04977376e-03,1.56064516e+01,6.88288834e+00,3.34567946e-01,9.99434389e-01,7.53122103e+00,5.48858610e+00,8.88727376e+01,4.56803339e+01,2.05538739e+04,2.87355769e+02,1.18812631e+00,8.56052036e+01,5.08534766e+01,1.90497031e+04,2.87355769e+02,1.17271152e+00,1.92000000e+02,1.76800000e+03,'prometa'
2.01127605e+00,3.24499615e+01,1.00000000e+01,3.08166776e-01,8.27529856e-03,6.67607046e+00,3.38574770e-02,3.39658960e+00,1.98238579e+00,5.20839573e+00,3.86543126e-01,6.59305520e+04,1.98530717e+01,3.69301854e+00,2.08757972e+03,1.27344525e+02,3.03504226e+01,8.93555778e+00,3.03504226e+01,2.06575003e-02,2.62695117e+00,8.92782365e-02,1.73048936e+00,1.21495059e+00,4.30897126e+00,5.24892561e-01,9.20952757e+03,1.44396391e+01,3.22172306e+00,4.73169793e+02,4.79086793e+01,1.14425914e+01,6.61234426e+00,1.14425914e+01,5.49580108e-03,1.69191232e+01,3.63670784e-02,3.27966555e+00,3.19274376e+00,5.60316732e+00,2.71678984e-01,6.68698956e+04,2.02547241e+01,3.68154831e+00,2.33303852e+03,1.20545962e+02,2.79790425e+01,8.53106576e+00,2.79790425e+01,1.36922030e-02,6.50672714e+00,9.55583968e-02,1.65907903e+00,1.96099773e+00,4.70665598e+00,3.90298081e-01,9.32441207e+03,1.46863190e+01,3.20882365e+00,5.30265725e+02,4.52544387e+01,1.05561568e+01,6.36266062e+00,1.05561568e+01,3.92130512e-03,3.81294374e+01,3.96522428e-02,3.02530713e+00,4.81831882e+00,5.89814990e+00,1.94389078e-01,6.32563850e+04,2.07302411e+01,3.64904401e+00,2.48440734e+03,1.06799802e+02,2.40692260e+01,7.95596115e+00,2.40692260e+01,9.77452997e-03,1.44110851e+01,1.04109363e-01,1.51347866e+00,2.95830543e+00,5.01047312e+00,2.88522052e-01,8.84679328e+03,1.49743804e+01,3.17607268e+00,5.67575410e+02,4.00919424e+01,9.09303654e+00,6.00803751e+00,9.09303654e+00,3.30532975e-03,6.61646586e+01,4.38739609e-02,2.52071051e+00,6.39277108e+00,6.01283768e+00,1.52368245e-01,5.16714377e+04,2.09124498e+01,3.58665326e+00,2.29120668e+03,8.40686402e+01,1.82999534e+01,7.25983936e+00,1.82999534e+01,8.25938291e-03,2.48686747e+01,1.13908425e-01,1.24583777e+00,3.91325301e+00,5.12582713e+00,2.32093504e-01,7.22865903e+03,1.50827309e+01,3.10911017e+00,5.24189346e+02,3.16120311e+01,6.95767875e+00,5.58473896e+00,6.95767875e+00,3.63421875e-01,9.04066134e-03,7.20687313e+02,1.83800000e+03,2.31980536e+01,5.42566405e+00,2.08437754e-01,9.33822998e-01,6.97315838e+00,3.59379431e+00,2.17173849e+01,2.36161472e+02,1.15576924e+01,3.68968266e+00,6.01615753e-01,1.23558635e+00,1.26123599e+01,7.92000556e+00,5.77913208e-03,3.85450597e-02,7.24848485e+00,5.00291559e+00,6.53777451e-01,9.97828447e-01,1.95580199e+01,6.84642600e+00,2.38608800e+02,1.84000000e+03,3.51259898e+00,3.80087404e+00,7.15586293e-01,1.47867979e+00,1.89164633e+01,7.43677073e+00,2.55460269e+01,7.56581282e+01,1.16279847e+01,7.07946909e+00,7.48773032e-01,1.18066931e+00,1.62341417e+01,7.79569994e+00,3.81772968e-03,1.08577633e-02,1.40825688e+01,6.71316445e+00,3.09341179e-01,9.98914224e-01,7.01845562e+00,5.23644938e+00,5.82046688e+01,2.88496810e+01,1.85552850e+04,3.55870793e+02,5.85750641e-01,7.93029316e+01,4.74715785e+01,2.46726053e+04,3.55870793e+02,7.89105273e-01,3.06000000e+02,1.84200000e+03,'prometa'
1.31614969e+00,2.69258240e+01,1.64924225e+01,6.12513195e-01,5.53277141e-03,5.91974406e+00,1.42827106e-02,5.99587522e+00,1.87769653e+00,5.47809590e+00,3.98733588e-01,1.94556656e+05,2.55712980e+01,4.03090945e+00,3.83730101e+03,2.88411696e+02,7.10429003e+01,1.18486289e+01,7.10429003e+01,6.74247767e-03,5.21480804e+00,1.62651521e-02,4.79387850e+00,1.73985375e+00,5.34183398e+00,4.25689534e-01,1.51232731e+05,2.78096892e+01,3.98647428e+00,3.14905328e+03,2.56231606e+02,6.24878118e+01,1.30349177e+01,6.24878118e+01,3.19460648e-03,1.77795545e+01,1.48552624e-02,5.81682863e+00,3.32267276e+00,5.96117871e+00,2.59397306e-01,1.91971234e+05,2.63847325e+01,4.04351313e+00,4.55971301e+03,2.72769419e+02,6.70801152e+01,1.15320769e+01,6.70801152e+01,3.78411850e-03,1.57232058e+01,1.68967575e-02,4.63441172e+00,3.11593375e+00,5.83146176e+00,2.75458300e-01,1.49097003e+05,2.85779555e+01,3.99657183e+00,3.76210068e+03,2.41290563e+02,5.90007459e+01,1.27310109e+01,5.90007459e+01,1.81949825e-03,5.51455224e+01,1.51490000e-02,5.48907281e+00,5.96766169e+00,6.40745270e+00,1.54553793e-01,1.84686393e+05,2.77628524e+01,4.03641477e+00,5.43988537e+03,2.35488401e+02,5.98211079e+01,1.08982172e+01,5.98211079e+01,2.17251309e-03,4.85907960e+01,1.72467665e-02,4.33396479e+00,5.60696517e+00,6.27846663e+00,1.63950898e-01,1.43306743e+05,2.98735489e+01,3.98367742e+00,4.49661201e+03,2.07916431e+02,5.25852598e+01,1.21332919e+01,5.25852598e+01,1.37290233e-03,1.42978734e+02,1.44071795e-02,4.79844530e+00,9.84938704e+00,6.62818210e+00,9.17342956e-02,1.65067408e+05,2.90640480e+01,3.94884639e+00,5.87161956e+03,1.68248908e+02,4.61008501e+01,9.60745559e+00,4.61008501e+01,1.57335915e-03,1.25814611e+02,1.63951781e-02,3.71551581e+00,9.24068051e+00,6.50920539e+00,9.67770244e-02,1.28086423e+05,3.10870653e+01,3.88809848e+00,4.85043042e+03,1.48446760e+02,4.05852940e+01,1.09231924e+01,4.05852940e+01,2.91657712e-01,1.51022549e-02,4.68418433e+02,1.37000000e+03,2.00607148e+01,7.74902133e+00,1.61669234e-01,9.75672651e-01,1.01757953e+01,9.19427365e+00,3.76304095e+01,9.10349276e+01,1.78126554e+01,8.48459650e+00,7.33775547e-01,2.53942743e+00,1.07546403e+01,7.75004439e+00,3.01498425e-03,2.52986648e-02,9.21052632e+00,8.91906181e+00,5.69038605e-01,9.62754743e-01,1.95592383e+01,7.29031753e+00,2.93713978e+02,1.41200000e+03,8.17035262e+00,6.29078522e+00,2.84565232e-01,1.22557777e+00,2.24401193e+01,6.38032304e+00,6.14017656e+01,2.28726177e+02,1.44303047e+01,6.48591369e+00,5.52945048e-01,9.83555988e-01,1.79402514e+01,8.04936184e+00,2.15356018e-03,5.62192551e-03,1.79684211e+01,8.31163121e+00,3.96141727e-01,9.92269852e-01,9.68492132e+00,6.97033640e+00,1.11049192e+02,6.72770818e+01,1.98653226e+04,2.43832748e+02,2.34662650e+00,1.01416725e+02,7.17872300e+01,1.70332811e+04,2.43832748e+02,2.27462926e+00,1.76000000e+02,1.42300000e+03,'prometa'
