@RELATION MitoClassifier

@ATTRIBUTE h1_2ASM NUMERIC
@ATTRIBUTE h1_2CON NUMERIC
@ATTRIBUTE h1_2COR NUMERIC
@ATTRIBUTE h1_2COV NUMERIC
@ATTRIBUTE h1_2DAV NUMERIC
@ATTRIBUTE h1_2ENT NUMERIC
@ATTRIBUTE h1_2IDM NUMERIC
@ATTRIBUTE h1_2PRO NUMERIC
@ATTRIBUTE h1_2SAV NUMERIC
@ATTRIBUTE h1_2SET NUMERIC
@ATTRIBUTE h1_2SHA NUMERIC
@ATTRIBUTE h1_2SVA NUMERIC
@ATTRIBUTE h1_2VAR NUMERIC
@ATTRIBUTE h1_2average NUMERIC
@ATTRIBUTE h1_2variance NUMERIC
@ATTRIBUTE h1_ASM NUMERIC
@ATTRIBUTE h1_CON NUMERIC
@ATTRIBUTE h1_COR NUMERIC
@ATTRIBUTE h1_COV NUMERIC
@ATTRIBUTE h1_DAV NUMERIC
@ATTRIBUTE h1_ENT NUMERIC
@ATTRIBUTE h1_IDM NUMERIC
@ATTRIBUTE h1_PRO NUMERIC
@ATTRIBUTE h1_SAV NUMERIC
@ATTRIBUTE h1_SET NUMERIC
@ATTRIBUTE h1_SHA NUMERIC
@ATTRIBUTE h1_SVA NUMERIC
@ATTRIBUTE h1_VAR NUMERIC
@ATTRIBUTE h1_average NUMERIC
@ATTRIBUTE h1_variance NUMERIC
@ATTRIBUTE h2_2ASM NUMERIC
@ATTRIBUTE h2_2CON NUMERIC
@ATTRIBUTE h2_2COR NUMERIC
@ATTRIBUTE h2_2COV NUMERIC
@ATTRIBUTE h2_2DAV NUMERIC
@ATTRIBUTE h2_2ENT NUMERIC
@ATTRIBUTE h2_2IDM NUMERIC
@ATTRIBUTE h2_2PRO NUMERIC
@ATTRIBUTE h2_2SAV NUMERIC
@ATTRIBUTE h2_2SET NUMERIC
@ATTRIBUTE h2_2SHA NUMERIC
@ATTRIBUTE h2_2SVA NUMERIC
@ATTRIBUTE h2_2VAR NUMERIC
@ATTRIBUTE h2_2average NUMERIC
@ATTRIBUTE h2_2variance NUMERIC
@ATTRIBUTE h2_ASM NUMERIC
@ATTRIBUTE h2_CON NUMERIC
@ATTRIBUTE h2_COR NUMERIC
@ATTRIBUTE h2_COV NUMERIC
@ATTRIBUTE h2_DAV NUMERIC
@ATTRIBUTE h2_ENT NUMERIC
@ATTRIBUTE h2_IDM NUMERIC
@ATTRIBUTE h2_PRO NUMERIC
@ATTRIBUTE h2_SAV NUMERIC
@ATTRIBUTE h2_SET NUMERIC
@ATTRIBUTE h2_SHA NUMERIC
@ATTRIBUTE h2_SVA NUMERIC
@ATTRIBUTE h2_VAR NUMERIC
@ATTRIBUTE h2_average NUMERIC
@ATTRIBUTE h2_variance NUMERIC
@ATTRIBUTE h4_2ASM NUMERIC
@ATTRIBUTE h4_2CON NUMERIC
@ATTRIBUTE h4_2COR NUMERIC
@ATTRIBUTE h4_2COV NUMERIC
@ATTRIBUTE h4_2DAV NUMERIC
@ATTRIBUTE h4_2ENT NUMERIC
@ATTRIBUTE h4_2IDM NUMERIC
@ATTRIBUTE h4_2PRO NUMERIC
@ATTRIBUTE h4_2SAV NUMERIC
@ATTRIBUTE h4_2SET NUMERIC
@ATTRIBUTE h4_2SHA NUMERIC
@ATTRIBUTE h4_2SVA NUMERIC
@ATTRIBUTE h4_2VAR NUMERIC
@ATTRIBUTE h4_2average NUMERIC
@ATTRIBUTE h4_2variance NUMERIC
@ATTRIBUTE h4_ASM NUMERIC
@ATTRIBUTE h4_CON NUMERIC
@ATTRIBUTE h4_COR NUMERIC
@ATTRIBUTE h4_COV NUMERIC
@ATTRIBUTE h4_DAV NUMERIC
@ATTRIBUTE h4_ENT NUMERIC
@ATTRIBUTE h4_IDM NUMERIC
@ATTRIBUTE h4_PRO NUMERIC
@ATTRIBUTE h4_SAV NUMERIC
@ATTRIBUTE h4_SET NUMERIC
@ATTRIBUTE h4_SHA NUMERIC
@ATTRIBUTE h4_SVA NUMERIC
@ATTRIBUTE h4_VAR NUMERIC
@ATTRIBUTE h4_average NUMERIC
@ATTRIBUTE h4_variance NUMERIC
@ATTRIBUTE h8_2ASM NUMERIC
@ATTRIBUTE h8_2CON NUMERIC
@ATTRIBUTE h8_2COR NUMERIC
@ATTRIBUTE h8_2COV NUMERIC
@ATTRIBUTE h8_2DAV NUMERIC
@ATTRIBUTE h8_2ENT NUMERIC
@ATTRIBUTE h8_2IDM NUMERIC
@ATTRIBUTE h8_2PRO NUMERIC
@ATTRIBUTE h8_2SAV NUMERIC
@ATTRIBUTE h8_2SET NUMERIC
@ATTRIBUTE h8_2SHA NUMERIC
@ATTRIBUTE h8_2SVA NUMERIC
@ATTRIBUTE h8_2VAR NUMERIC
@ATTRIBUTE h8_2average NUMERIC
@ATTRIBUTE h8_2variance NUMERIC
@ATTRIBUTE h8_ASM NUMERIC
@ATTRIBUTE h8_CON NUMERIC
@ATTRIBUTE h8_COR NUMERIC
@ATTRIBUTE h8_COV NUMERIC
@ATTRIBUTE h8_DAV NUMERIC
@ATTRIBUTE h8_ENT NUMERIC
@ATTRIBUTE h8_IDM NUMERIC
@ATTRIBUTE h8_PRO NUMERIC
@ATTRIBUTE h8_SAV NUMERIC
@ATTRIBUTE h8_SET NUMERIC
@ATTRIBUTE h8_SHA NUMERIC
@ATTRIBUTE h8_SVA NUMERIC
@ATTRIBUTE h8_VAR NUMERIC
@ATTRIBUTE h8_average NUMERIC
@ATTRIBUTE h8_variance NUMERIC
@ATTRIBUTE ls0_CAREA_avg_value NUMERIC
@ATTRIBUTE ls0_CAREA_max_value NUMERIC
@ATTRIBUTE ls0_CAREA_sample_mean NUMERIC
@ATTRIBUTE ls0_CAREA_sample_sd NUMERIC
@ATTRIBUTE ls0_DISP_avg_value NUMERIC
@ATTRIBUTE ls0_DISP_max_value NUMERIC
@ATTRIBUTE ls0_DISP_sample_mean NUMERIC
@ATTRIBUTE ls0_DISP_sample_sd NUMERIC
@ATTRIBUTE ls0_INTERIA_avg_value NUMERIC
@ATTRIBUTE ls0_INTERIA_max_value NUMERIC
@ATTRIBUTE ls0_INTERIA_sample_mean NUMERIC
@ATTRIBUTE ls0_INTERIA_sample_sd NUMERIC
@ATTRIBUTE ls0_IRGL_avg_value NUMERIC
@ATTRIBUTE ls0_IRGL_max_value NUMERIC
@ATTRIBUTE ls0_IRGL_sample_mean NUMERIC
@ATTRIBUTE ls0_IRGL_sample_sd NUMERIC
@ATTRIBUTE ls0_NCA_avg_value NUMERIC
@ATTRIBUTE ls0_NCA_max_value NUMERIC
@ATTRIBUTE ls0_NCA_sample_mean NUMERIC
@ATTRIBUTE ls0_NCA_sample_sd NUMERIC
@ATTRIBUTE ls0_TAREA_avg_value NUMERIC
@ATTRIBUTE ls0_TAREA_max_value NUMERIC
@ATTRIBUTE ls0_TAREA_sample_mean NUMERIC
@ATTRIBUTE ls0_TAREA_sample_sd NUMERIC
@ATTRIBUTE ls1_CAREA_avg_value NUMERIC
@ATTRIBUTE ls1_CAREA_max_value NUMERIC
@ATTRIBUTE ls1_CAREA_sample_mean NUMERIC
@ATTRIBUTE ls1_CAREA_sample_sd NUMERIC
@ATTRIBUTE ls1_DISP_avg_value NUMERIC
@ATTRIBUTE ls1_DISP_max_value NUMERIC
@ATTRIBUTE ls1_DISP_sample_mean NUMERIC
@ATTRIBUTE ls1_DISP_sample_sd NUMERIC
@ATTRIBUTE ls1_INTERIA_avg_value NUMERIC
@ATTRIBUTE ls1_INTERIA_max_value NUMERIC
@ATTRIBUTE ls1_INTERIA_sample_mean NUMERIC
@ATTRIBUTE ls1_INTERIA_sample_sd NUMERIC
@ATTRIBUTE ls1_IRGL_avg_value NUMERIC
@ATTRIBUTE ls1_IRGL_max_value NUMERIC
@ATTRIBUTE ls1_IRGL_sample_mean NUMERIC
@ATTRIBUTE ls1_IRGL_sample_sd NUMERIC
@ATTRIBUTE ls1_NCA_avg_value NUMERIC
@ATTRIBUTE ls1_NCA_max_value NUMERIC
@ATTRIBUTE ls1_NCA_sample_mean NUMERIC
@ATTRIBUTE ls1_NCA_sample_sd NUMERIC
@ATTRIBUTE ls1_TAREA_avg_value NUMERIC
@ATTRIBUTE ls1_TAREA_max_value NUMERIC
@ATTRIBUTE ls1_TAREA_sample_mean NUMERIC
@ATTRIBUTE ls1_TAREA_sample_sd NUMERIC
@ATTRIBUTE n2_avg NUMERIC
@ATTRIBUTE n2_stddev NUMERIC
@ATTRIBUTE n2_wavg NUMERIC
@ATTRIBUTE n2_wdist NUMERIC
@ATTRIBUTE n2_wiavg NUMERIC
@ATTRIBUTE n_avg NUMERIC
@ATTRIBUTE n_stddev NUMERIC
@ATTRIBUTE n_wavg NUMERIC
@ATTRIBUTE n_wdist NUMERIC
@ATTRIBUTE n_wiavg NUMERIC
@ATTRIBUTE class {'inter','aster','prometa','bipolar','ana','midbody'}

%CLASS-LABELS {1,2,3,4,5,6}
%CLASS-COLORS {#E41A1C,#377EB8,#4DAF4A,#984EA3,#FF7F00,#FFFF33}

%HAS-ZERO-INSERTED-IN-FEATURE-VECTOR 1

@DATA
7.68763602e-03,6.01715995e+00,2.23597520e-02,4.00726215e+00,1.89593829e+00,5.27574241e+00,3.95009027e-01,7.67082901e+04,2.45393577e+01,3.84076313e+00,2.09520892e+03,1.86340019e+02,4.53693741e+01,1.13217884e+01,4.53693741e+01,2.13802308e-02,1.96253149e+00,7.48324434e-02,1.30676935e+00,1.05069270e+00,4.20821655e+00,5.63268451e-01,7.04589320e+03,2.17537783e+01,3.26249350e+00,3.57611254e+02,5.56304958e+01,1.35270789e+01,1.03515428e+01,1.35270789e+01,6.39977255e-03,9.41484145e+00,2.28315730e-02,3.93118401e+00,2.34946061e+00,5.46125499e+00,3.45213336e-01,7.59230731e+04,2.48816607e+01,3.83921474e+00,2.21931703e+03,1.83033724e+02,4.42891123e+01,1.12661000e+01,4.42891123e+01,1.82335262e-02,2.96158875e+00,7.69231224e-02,1.27540025e+00,1.29241582e+00,4.38655647e+00,5.07978151e-01,6.96801755e+03,2.19400131e+01,3.25740392e+00,3.76516200e+02,5.46356628e+01,1.31669753e+01,1.03237986e+01,1.31669753e+01,4.43179553e-03,2.17600354e+01,2.37020759e-02,3.75022854e+00,3.57648099e+00,5.79638182e+00,2.50165482e-01,7.44379652e+04,2.56162688e+01,3.83026194e+00,2.51842915e+03,1.70790294e+02,4.13274522e+01,1.10199823e+01,4.13274522e+01,1.29023946e-02,6.69743590e+00,8.03615169e-02,1.20247288e+00,1.96534041e+00,4.72544464e+00,3.92514064e-01,6.83198477e+03,2.23395225e+01,3.24370902e+00,4.24159612e+02,5.10695167e+01,1.22497007e+01,1.01870911e+01,1.22497007e+01,2.65169011e-03,6.15546678e+01,2.09594825e-02,3.53476638e+00,6.14844407e+00,6.17039055e+00,1.64318655e-01,7.34203586e+04,2.69814971e+01,3.81301307e+00,2.95174107e+03,1.37411348e+02,3.68199876e+01,1.04165265e+01,3.68199876e+01,7.72582161e-03,1.86063919e+01,7.18153473e-02,1.10252579e+00,3.37174096e+00,5.10624675e+00,2.66433598e-01,6.73354574e+03,2.30895711e+01,3.22684137e+00,4.92325619e+02,4.11778475e+01,1.08697082e+01,9.85891505e+00,1.08697082e+01,3.20436483e+02,1.64500000e+03,2.56826676e+01,5.02371651e+00,2.00032491e-01,5.66454121e-01,1.10984617e+01,6.82028268e+00,6.76620249e+00,3.93944167e+01,1.25849835e+01,3.71491756e+00,7.47587050e-01,1.89359228e+00,1.15964376e+01,7.40650127e+00,8.48071763e-03,2.79295689e-02,1.10739030e+01,6.97730321e+00,5.71400591e-01,9.98785671e-01,2.03017070e+01,6.73164314e+00,1.98604362e+02,1.64000000e+03,4.07195165e+00,4.76903092e+00,2.65547665e-01,7.95898111e-01,1.68259743e+01,7.88547616e+00,1.62859241e+01,7.68397607e+01,1.49854243e+01,4.21774324e+00,4.67451728e-01,1.00205899e+00,1.71351777e+01,8.07807418e+00,8.03024071e-03,2.67152398e-02,1.47292683e+01,7.56160855e+00,3.84570186e-01,9.95749848e-01,8.44598930e+00,5.94413973e+00,8.87498482e+01,3.09624173e+01,2.07030808e+04,2.76980571e+02,1.46790598e+00,9.92962963e+01,5.72377288e+01,2.03341979e+04,2.76980571e+02,1.94217697e+00,'ana'
6.12990353e-03,5.63245546e+00,1.89410311e-02,4.18113812e+00,1.83462432e+00,5.37118706e+00,4.02048482e-01,1.03370880e+05,2.76644074e+01,3.93392162e+00,2.40053741e+03,2.22097379e+02,5.40017793e+01,1.29155693e+01,5.40017793e+01,1.68296865e-02,2.09914795e+00,5.29071454e-02,1.88661439e+00,1.09178931e+00,4.41859348e+00,5.51337663e-01,1.31891755e+04,2.15855926e+01,3.44350912e+00,5.08283324e+02,7.99979024e+01,1.93319521e+01,1.02469016e+01,1.93319521e+01,5.00445846e-03,9.79975777e+00,1.96482517e-02,4.07094216e+00,2.39685103e+00,5.59261915e+00,3.40664312e-01,1.02089092e+05,2.80767057e+01,3.92920405e+00,2.59614322e+03,2.18209456e+02,5.22722450e+01,1.28403310e+01,5.22722450e+01,1.36344600e-02,3.60779168e+00,5.47374277e-02,1.83700852e+00,1.43459830e+00,4.64206757e+00,4.77436867e-01,1.30368184e+04,2.18310456e+01,3.43581984e+00,5.52183138e+02,7.83947487e+01,1.87342237e+01,1.01982237e+01,1.87342237e+01,3.38689846e-03,2.49534627e+01,1.98827171e-02,3.92683634e+00,3.83877371e+00,5.95146243e+00,2.34434184e-01,1.00541824e+05,2.89217027e+01,3.91009774e+00,3.08516921e+03,2.02773770e+02,4.92491446e+01,1.25416850e+01,4.92491446e+01,9.35781195e-03,9.00176445e+00,5.50941269e-02,1.76472804e+00,2.28848699e+00,5.01061792e+00,3.52745571e-01,1.28099980e+04,2.23383326e+01,3.41576170e+00,6.54981649e+02,7.27381998e+01,1.76912624e+01,1.00249228e+01,1.76912624e+01,2.09652737e-03,7.55736601e+01,1.72030627e-02,3.69412927e+00,6.84971721e+00,6.33107918e+00,1.46381701e-01,9.91500104e+04,3.03401562e+01,3.88483768e+00,3.73182447e+03,1.58197518e+02,4.33883592e+01,1.17452195e+01,4.33883592e+01,5.53300147e-03,2.70630218e+01,4.74014638e-02,1.63711656e+00,4.09345543e+00,5.41578998e+00,2.23789265e-01,1.26526546e+04,2.31804471e+01,3.38715739e+00,7.96061876e+02,5.65901159e+01,1.56238151e+01,9.54349583e+00,1.56238151e+01,1.77748364e+02,1.33800000e+03,2.50561709e+01,6.21897587e+00,2.28287434e-01,6.97020356e-01,1.04002616e+01,7.55159812e+00,9.15861087e+00,2.96937468e+01,1.44890807e+01,4.99945192e+00,7.92659398e-01,1.87542244e+00,1.20402676e+01,7.66914920e+00,7.33900947e-03,1.93308550e-02,1.35032680e+01,7.75028921e+00,5.22676580e-01,9.94795539e-01,2.06406185e+01,6.61350264e+00,1.37111545e+02,1.34200000e+03,6.31657604e+00,6.72626510e+00,2.82938876e-01,5.04138153e-01,1.64126764e+01,8.65945462e+00,2.57693910e+01,8.71141393e+01,1.66050415e+01,4.74591096e+00,4.42137895e-01,1.15605233e+00,1.74431560e+01,8.96831713e+00,7.07518887e-03,1.63568773e-02,1.63728814e+01,8.76181682e+00,4.34992205e-01,9.97769517e-01,9.33109114e+00,6.53521934e+00,8.78617100e+01,3.69291902e+01,1.62593829e+04,2.33926394e+02,1.78555376e+00,1.12166543e+02,6.19544805e+01,1.90360892e+04,2.33926394e+02,2.50044640e+00,'ana'
7.36335778e-03,6.28381306e+00,2.27182033e-02,3.93802858e+00,1.95264624e+00,5.25075972e+00,3.83476019e-01,6.59840690e+04,2.46734757e+01,3.79206766e+00,1.75983463e+03,1.83560819e+02,4.47394661e+01,1.13608790e+01,4.47394661e+01,2.13836963e-02,2.05091303e+00,7.35367620e-02,1.31238310e+00,1.08217270e+00,4.21350461e+00,5.52962337e-01,6.31483479e+03,2.20552461e+01,3.23745096e+00,3.06041200e+02,5.65919649e+01,1.37623536e+01,1.04865367e+01,1.37623536e+01,6.31893005e-03,9.28892456e+00,2.25975208e-02,3.90684496e+00,2.36340289e+00,5.41324250e+00,3.39048017e-01,6.55469597e+04,2.50150883e+01,3.79170992e+00,1.88638981e+03,1.80398606e+02,4.42489386e+01,1.13260032e+01,4.42489386e+01,1.84472044e-02,2.95874799e+00,7.32048399e-02,1.30003144e+00,1.30706260e+00,4.37349053e+00,5.00332474e-01,6.27513301e+03,2.22422151e+01,3.23099458e+00,3.27691606e+02,5.54753607e+01,1.36081782e+01,1.04675762e+01,1.36081782e+01,4.66584467e-03,2.01662045e+01,2.24437381e-02,3.82219220e+00,3.46949740e+00,5.71375783e+00,2.57904978e-01,6.54218368e+04,2.56934142e+01,3.79230726e+00,2.20235335e+03,1.70071516e+02,4.24720407e+01,1.11119584e+01,4.24720407e+01,1.37313361e-02,6.29740035e+00,7.27862841e-02,1.26207227e+00,1.92097054e+00,4.67586737e+00,3.96564321e-01,6.27540962e+03,2.26138648e+01,3.22368949e+00,3.82102887e+02,5.22505530e+01,1.30579640e+01,1.03464471e+01,1.30579640e+01,3.15725076e-03,5.38006173e+01,2.05210705e-02,3.65860475e+00,5.73436214e+00,6.03473086e+00,1.73893272e-01,6.62250586e+04,2.67312757e+01,3.77894658e+00,2.69575148e+03,1.41883227e+02,3.84100802e+01,1.04985597e+01,3.84100802e+01,9.13719961e-03,1.66676955e+01,6.66287705e-02,1.17904495e+00,3.17716049e+00,5.00761609e+00,2.81530064e-01,6.33077301e+03,2.31870370e+01,3.20812486e+00,4.63995870e+02,4.36594616e+01,1.17962719e+01,1.00049383e+01,1.17962719e+01,3.79586031e+02,1.67300000e+03,2.60282408e+01,4.41662562e+00,2.68023233e-01,6.86760880e-01,1.11157004e+01,6.95501462e+00,6.92610099e+00,3.48376169e+01,1.21468421e+01,4.05426640e+00,8.50976107e-01,2.15923391e+00,1.18046835e+01,7.33799039e+00,9.07619378e-03,2.92712067e-02,1.16072187e+01,7.05157456e+00,5.69102401e-01,9.99402628e-01,2.03327803e+01,6.77429596e+00,1.44312279e+02,1.66500000e+03,3.94878614e+00,4.69332717e+00,2.28671308e-01,6.93472345e-01,1.42680101e+01,8.01709077e+00,1.46742021e+01,4.95598279e+01,1.30328708e+01,5.39888532e+00,4.39764978e-01,1.02421137e+00,1.69237092e+01,8.01509035e+00,8.88349327e-03,3.04659498e-02,1.54707158e+01,7.43779039e+00,3.85670790e-01,9.94623656e-01,8.42820026e+00,5.81827462e+00,8.99856631e+01,3.12406319e+01,2.22141243e+04,2.88425329e+02,1.40895008e+00,1.00154719e+02,5.68848993e+01,2.20776392e+04,2.88425329e+02,1.81848345e+00,'ana'
7.43462970e-03,4.42365662e+00,2.53557102e-02,2.90104343e+00,1.62549148e+00,5.20425994e+00,4.34467451e-01,6.68938956e+04,2.91646461e+01,3.86324426e+00,1.29543141e+03,1.62958494e+02,3.99468548e+01,1.37698231e+01,3.99468548e+01,1.88687155e-02,1.78849934e+00,6.56726386e-02,1.66124738e+00,1.00540629e+00,4.30859434e+00,5.73796630e-01,9.81424556e+03,1.94995085e+01,3.39067102e+00,3.21073830e+02,6.27673654e+01,1.53616394e+01,9.24705111e+00,1.53616394e+01,6.14583127e-03,6.66939053e+00,2.52946782e-02,2.90634579e+00,2.00919305e+00,5.39021048e+00,3.78740802e-01,6.73195646e+04,2.93190330e+01,3.86115999e+00,1.45234671e+03,1.61301686e+02,3.96869088e+01,1.36552605e+01,3.96869088e+01,1.61011911e-02,2.63823630e+00,6.58817708e-02,1.65761598e+00,1.23408240e+00,4.48563122e+00,5.16482218e-01,9.87477847e+03,1.95970378e+01,3.38775319e+00,3.55550204e+02,6.21558033e+01,1.52193641e+01,9.18147770e+00,1.52193641e+01,4.33589537e-03,1.46176416e+01,2.51966421e-02,2.88418197e+00,2.99667835e+00,5.72471834e+00,2.79527008e-01,6.70544343e+04,2.96654364e+01,3.85890013e+00,1.81415681e+03,1.54708698e+02,3.84587756e+01,1.33343790e+01,3.84587756e+01,1.14462312e-02,5.66875807e+00,6.60539049e-02,1.63617860e+00,1.83705481e+00,4.82132830e+00,4.04626643e-01,9.85839184e+03,1.98097435e+01,3.38583649e+00,4.38041136e+02,5.94137010e+01,1.47032643e+01,8.98634434e+00,1.47032643e+01,2.88355282e-03,4.14006177e+01,2.51276477e-02,2.62528892e+00,5.12442091e+00,6.08200643e+00,1.76941981e-01,6.07504442e+04,3.04365762e+01,3.79493602e+00,2.26092770e+03,1.26100378e+02,3.32258604e+01,1.26560777e+01,3.32258604e+01,7.45105786e-03,1.59737481e+01,6.56975962e-02,1.48887737e+00,3.16412972e+00,5.19730211e+00,2.67162355e-01,9.03790741e+03,2.02821531e+01,3.32904421e+00,5.43397699e+02,4.86371335e+01,1.27433189e+01,8.55901169e+00,1.27433189e+01,2.46169365e+02,1.57600000e+03,2.59669879e+01,5.25967461e+00,3.55317997e-01,8.16206113e-01,1.37319447e+01,8.41674666e+00,1.38417973e+01,5.68576168e+01,1.31751903e+01,6.31466327e+00,5.91198823e-01,1.10293952e+00,1.36019707e+01,7.90945710e+00,6.15021180e-03,1.76767677e-02,1.41754967e+01,6.62768093e+00,4.95784457e-01,9.94949495e-01,2.14681043e+01,6.08295999e+00,2.03517211e+02,1.57900000e+03,5.00369471e+00,5.23696800e+00,2.78568633e-01,9.02814174e-01,1.55445460e+01,8.12546511e+00,1.80301467e+01,6.05982095e+01,1.43265653e+01,6.57036828e+00,4.45310312e-01,1.03897987e+00,1.75341326e+01,8.51632227e+00,7.57575758e-03,2.33585859e-02,1.72473118e+01,6.97793129e+00,4.62752525e-01,9.96843434e-01,9.09373762e+00,6.07255758e+00,8.00195707e+01,3.27008531e+01,1.86237229e+04,2.74228535e+02,1.36292364e+00,1.19383838e+02,5.34744354e+01,2.73092045e+04,2.74228535e+02,2.08798984e+00,'ana'
1.05482976e-02,3.67716763e+00,2.53611409e-02,2.96369204e+00,1.46329480e+00,5.07561273e+00,4.68321661e-01,8.14511277e+04,2.86898844e+01,3.82275066e+00,1.96006425e+03,1.64800525e+02,4.03490397e+01,1.36144509e+01,4.03490397e+01,1.19799672e-02,2.92846821e+00,3.18438405e-02,2.04590596e+00,1.29927746e+00,4.86744222e+00,5.02964126e-01,5.08012006e+04,3.26015896e+01,3.73579884e+00,1.35957195e+03,1.31842281e+02,3.20207935e+01,1.56511561e+01,3.20207935e+01,8.80673077e-03,6.40855391e+00,2.65310180e-02,2.86756993e+00,1.92403170e+00,5.29946941e+00,3.98254373e-01,8.01064558e+04,2.89663526e+01,3.81572624e+00,2.09755824e+03,1.60969326e+02,3.87750173e+01,1.35219082e+01,3.87750173e+01,1.00106295e-02,5.05652759e+00,3.32343329e-02,1.97976779e+00,1.71840885e+00,5.09050766e+00,4.23583329e-01,5.00019291e+04,3.28465680e+01,3.72386185e+00,1.45951280e+03,1.28321905e+02,3.08132633e+01,1.55640796e+01,3.08132633e+01,6.24868178e-03,1.54147910e+01,2.84003117e-02,2.69529138e+00,3.01382637e+00,5.65382446e+00,2.91802211e-01,7.74459025e+04,2.94921222e+01,3.79751927e+00,2.38857291e+03,1.50594093e+02,3.56840112e+01,1.32393891e+01,3.56840112e+01,7.13512319e-03,1.21372990e+01,3.56193586e-02,1.85153264e+00,2.69131833e+00,5.44642926e+00,3.12617551e-01,4.83035766e+04,3.33157556e+01,3.69743995e+00,1.66883816e+03,1.19415089e+02,2.83510726e+01,1.53122186e+01,2.83510726e+01,3.80817274e-03,4.17649839e+01,3.16269308e-02,2.31797031e+00,5.10361127e+00,6.02522890e+00,1.84615720e-01,6.91251764e+04,3.02853091e+01,3.75596096e+00,2.65040629e+03,1.23474469e+02,2.91852140e+01,1.25908489e+01,2.91852140e+01,4.47909293e-03,3.29599168e+01,3.97169066e-02,1.57320043e+00,4.55227831e+00,5.82145833e+00,2.00831362e-01,4.30613869e+04,3.40232558e+01,3.64745045e+00,1.85795000e+03,9.76120513e+01,2.31818772e+01,1.47354888e+01,2.31818772e+01,1.64510482e+02,8.82000000e+02,2.35396800e+01,5.50515358e+00,2.76930875e-01,9.13764349e-01,1.28790918e+01,7.38544332e+00,1.20655710e+01,4.37440996e+01,1.58476480e+01,6.77009504e+00,5.95942057e-01,1.75450068e+00,1.23646604e+01,7.46047522e+00,5.60774626e-03,2.01229737e-02,1.32218650e+01,6.69157250e+00,5.05995420e-01,9.86025713e-01,2.13032571e+01,6.03393960e+00,1.77276910e+02,1.78500000e+03,5.71988034e+00,5.83183278e+00,2.94951264e-01,7.35271194e-01,1.98405317e+01,7.72329389e+00,2.00901840e+01,7.58992042e+01,1.69369266e+01,6.33736930e+00,3.80947601e-01,1.08725932e+00,1.89212839e+01,8.72583325e+00,5.55365225e-03,2.12409167e-02,1.59058442e+01,7.27793978e+00,4.54173353e-01,9.97764114e-01,9.05312053e+00,6.25708087e+00,1.33053661e+02,4.76472218e+01,3.38279324e+04,2.98893795e+02,1.80885627e+00,1.16798770e+02,5.40116275e+01,2.81762594e+04,2.98893795e+02,1.67212846e+00,'ana'
